"Date(UTC)","Julian Date","MET","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Jul 02 2010","2455381","299764801","407.63","2.89e-7","2.90e-8","-1.99","0","15.36","1e-8","0","bin100.log"
"Jul 09 2010","2455388","300369601","297.06","2.51e-7","2.80e-8","-1.99","0","16.05","1e-8","0","bin101.log"
"Jul 16 2010","2455395","300974401","281.61","2.47e-7","2.90e-8","-1.99","0","19.70","1e-8","0","bin102.log"
"Jul 23 2010","2455402","301579201","284","2.37e-7","2.90e-8","-1.99","0","25.01","1e-8","0","bin103.log"
"Jul 30 2010","2455409","302184001","238.22","2.04e-7","2.60e-8","-1.99","0","31.11","1e-8","0","bin104.log"
"Aug 06 2010","2455416","302788801","500.21","3.26e-7","3.10e-8","-1.99","0","37.58","1e-8","0","bin105.log"
"Aug 13 2010","2455423","303393601","341.88","2.73e-7","3.00e-8","-1.99","0","44.22","1e-8","0","bin106.log"
"Aug 20 2010","2455430","303998401","238.71","1.91e-7","2.50e-8","-1.99","0","50.94","1e-8","0","bin107.log"
"Aug 27 2010","2455437","304603201","108","1.08e-7","2.06e-8","-1.99","0","57.71","1e-8","0","bin108.log"
"Sep 03 2010","2455443","305208001","141.2","1.50e-7","2.30e-8","-1.99","0","64.48","1e-8","0","bin109.log"
"Sep 10 2010","2455450","305812801","314.19","2.36e-7","2.90e-8","-1.99","0","71.27","1e-8","0","bin110.log"
"Sep 17 2010","2455457","306417601","288.39","2.56e-7","3.00e-8","-1.99","0","78.08","1e-8","0","bin111.log"
"Sep 24 2010","2455464","307022401","298.92","2.60e-7","3.10e-8","-1.99","0","84.91","1e-8","0","bin112.log"
"Oct 01 2010","2455471","307627201","217.57","1.73e-7","2.40e-8","-1.99","0","91.76","1e-8","0","bin113.log"
"Oct 08 2010","2455478","308232001","207.94","1.71e-7","2.50e-8","-1.99","0","98.65","1e-8","0","bin114.log"
"Oct 15 2010","2455485","308836801","142.07","1.51e-7","2.40e-8","-1.99","0","105.58","1e-8","0","bin115.log"
"Oct 22 2010","2455492","309441601","55.27","7.62e-8","1.93e-8","-1.99","0","112.54","1e-8","0","bin116.log"
"Oct 29 2010","2455499","310046401","88.38","1.04e-7","2.13e-8","-1.99","0","119.53","1e-8","0","bin117.log"
"Nov 05 2010","2455506","310651201","125.53","1.40e-7","2.30e-8","-1.99","0","126.51","1e-8","0","bin118.log"
"Nov 12 2010","2455513","311256001","211.98","1.93e-7","2.50e-8","-1.99","0","133.42","1e-8","0","bin119.log"
"Nov 19 2010","2455520","311860801","109.24","1.29e-7","2.30e-8","-1.99","0","140.18","1e-8","0","bin120.log"
"Nov 26 2010","2455527","312465601","136.97","1.51e-7","2.50e-8","-1.99","0","146.58","1e-8","0","bin121.log"
"Dec 03 2010","2455534","313070401","128.55","1.47e-7","2.40e-8","-1.99","0","152.33","1e-8","0","bin122.log"
"Dec 10 2010","2455541","313675201","243.94","2.27e-7","2.90e-8","-1.99","0","156.86","1e-8","0","bin123.log"
"Dec 17 2010","2455548","314280001","100.24","1.40e-7","2.50e-8","-1.99","0","159.34","1e-8","0","bin124.log"
"Dec 24 2010","2455555","314884801","145.14","1.61e-7","2.60e-8","-1.99","0","159.10","1e-8","0","bin125.log"
"Dec 31 2010","2455562","315489601","69.77","1.07e-7","2.42e-8","-1.99","0","156.34","1e-8","0","bin126.log"
"Jan 07 2011","2455569","316094401","82.53","9.33e-8","1.94e-8","-1.99","0","151.95","1e-8","0","bin127.log"
"Jan 14 2011","2455576","316699201","64.29","8.17e-8","1.83e-8","-1.99","0","146.72","1e-8","0","bin128.log"
"Jan 21 2011","2455583","317304001","123.3","1.33e-7","2.30e-8","-1.99","0","141.13","1e-8","0","bin129.log"
"Jan 28 2011","2455590","317908801","130.06","1.29e-7","2.20e-8","-1.99","0","135.45","1e-8","0","bin130.log"
"Feb 04 2011","2455596","318513601","66.53","9.65e-8","2.02e-8","-1.99","0","129.82","1e-8","0","bin131.log"
"Feb 11 2011","2455603","319118401","41.52","7.85e-8","2.13e-8","-1.99","0","124.30","1e-8","0","bin132.log"
"Feb 18 2011","2455610","319723201","57.49","9.56e-8","2.14e-8","-1.99","0","118.89","1e-8","0","bin133.log"
"Feb 25 2011","2455617","320328001","475.27","3.79e-7","3.50e-8","-1.99","0","113.61","1e-8","0","bin134.log"
"Mar 04 2011","2455627","320932801","983.63","5.57e-7","4.00e-8","-1.99","0","108.43","1e-8","0","bin135.log"
"Mar 11 2011","2455634","321537601","470.12","3.64e-7","3.40e-8","-1.99","0","103.31","1e-8","0","bin136.log"
"Mar 18 2011","2455641","322142401","117.99","1.43e-7","2.40e-8","-1.99","0","98.23","1e-8","0","bin137.log"
"Mar 25 2011","2455648","322747201","94.9","1.22e-7","2.38e-8","-1.99","0","93.13","1e-8","0","bin138.log"
"Apr 01 2011","2455654","323352001","126.57","1.61e-7","2.60e-8","-1.99","0","87.98","1e-8","0","bin139.log"
"Apr 08 2011","2455661","323956801","175.38","1.58e-7","2.40e-8","-1.99","0","82.75","1e-8","0","bin140.log"
"Apr 15 2011","2455668","324561601","188.83","1.73e-7","2.40e-8","-1.99","0","77.40","1e-8","0","bin141.log"
"Apr 22 2011","2455675","325166401","49.5","7.61e-8","1.92e-8","-1.99","0","71.90","1e-8","0","bin142.log"
"Apr 29 2011","2455682","325771201","23.07","4.86e-8","1.65e-8","-1.99","0","66.25","1e-8","0","bin143.log"
"May 06 2011","2455689","326376001","116.99","1.21e-7","2.13e-8","-1.99","0","60.42","1e-8","0","bin144.log"
"May 13 2011","2455696","326980801","125.1","1.54e-7","2.50e-8","-1.99","0","54.41","1e-8","0","bin145.log"
"May 20 2011","2455703","327585601","22.93","4.92e-8","1.70e-8","-1.99","0","48.26","1e-8","0","bin146.log"
"May 27 2011","2455710","328190401","124.78","1.56e-7","2.60e-8","-1.99","0","42.00","1e-8","0","bin147.log"
"Jun 03 2011","2455717","328795201","272.83","2.73e-7","3.20e-8","-1.99","0","35.69","1e-8","0","bin148.log"
"Jun 10 2011","2455724","329400001","337.79","2.79e-7","3.10e-8","-1.99","0","29.49","1e-8","0","bin149.log"
"Jun 17 2011","2455731","330004801","350.62","3.19e-7","3.20e-8","-1.99","0","23.64","1e-8","0","bin150.log"
"Jun 24 2011","2455738","330609601","147.78","1.45e-7","2.40e-8","-1.99","0","18.67","1e-8","0","bin151.log"
"Jul 01 2011","2455745","331214401","36.73","5.83e-8","1.71e-8","-1.99","0","15.60","1e-8","0","bin152.log"
"Jul 08 2011","2455752","331819201","637.89","4.28e-7","3.60e-8","-1.99","0","15.68","1e-8","0","bin153.log"
"Jul 15 2011","2455759","332424001","685.45","5.13e-7","3.90e-8","-1.99","0","18.89","1e-8","0","bin154.log"
"Jul 22 2011","2455766","333028801","84.84","1.02e-7","2.15e-8","-1.99","0","23.99","1e-8","0","bin155.log"
"Jul 29 2011","2455773","333633601","78.9","1.07e-7","2.14e-8","-1.99","0","29.99","1e-8","0","bin156.log"
"Aug 05 2011","2455780","334238401","64.11","1.02e-7","2.21e-8","-1.99","0","36.41","1e-8","0","bin157.log"
"Aug 12 2011","2455787","334843201","252.11","1.98e-7","2.60e-8","-1.99","0","43.03","1e-8","0","bin158.log"
"Aug 19 2011","2455794","335448001","180.37","1.80e-7","2.50e-8","-1.99","0","49.75","1e-8","0","bin159.log"
"Aug 26 2011","2455801","336052801","278.39","2.34e-7","2.90e-8","-1.99","0","56.50","1e-8","0","bin160.log"
"Sep 02 2011","2455807","336657601","351.28","3.00e-7","3.30e-8","-1.99","0","63.28","1e-8","0","bin161.log"
"Sep 09 2011","2455814","337262401","654.12","4.17e-7","3.30e-8","-1.99","0","70.07","1e-8","0","bin162.log"
"Sep 16 2011","2455821","337867201","270.25","2.38e-7","2.90e-8","-1.99","0","76.87","1e-8","0","bin163.log"
"Sep 23 2011","2455828","338472001","219.38","2.17e-7","2.90e-8","-1.99","0","83.69","1e-8","0","bin164.log"
